number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC100075,In Progress,True,4,1,3,False,user1,user2,2023-12-18 21:37:00,user3,2023-12-18 21:37:00,user4,2023-12-19 23:37:00,Phone,Delhi,Network,Latency,Latency issue observed,Server-57,Low,Medium,P3,L2 Support,user4,False,False,True,PRB4445,RFC3593,AWS,Software,Solved,user5,2023-12-19 17:37:00,2023-12-19 23:37:00
INC100076,New,True,1,1,1,True,user4,user4,2024-04-19 14:25:00,user3,2024-04-19 14:25:00,user2,2024-04-21 18:25:00,Phone,Kolkata,Application,Error,Error issue observed,Server-76,Medium,Medium,P2,L2 Support,user3,True,False,True,PRB4675,RFC5120,GCP,Hardware,Cancelled,user2,2024-04-21 15:25:00,2024-04-21 18:25:00
INC100077,In Progress,True,4,2,5,False,user2,user5,2023-08-02 00:13:00,user4,2023-08-02 00:13:00,user5,2023-08-03 14:13:00,Phone,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-61,Low,High,P3,Network Team,user1,True,False,True,PRB4780,RFC5183,GCP,Software,Cancelled,user4,2023-08-03 01:13:00,2023-08-03 14:13:00
INC100078,New,False,4,3,2,True,user3,user5,2023-07-30 03:50:00,user4,2023-07-30 03:50:00,user3,2023-08-02 09:50:00,Portal,Delhi,Infrastructure,Memory,Memory issue observed,Server-12,High,Low,P1,L1 Support,user4,False,True,True,PRB7207,RFC2019,GCP,Hardware,Solved,user3,2023-08-01 19:50:00,2023-08-02 09:50:00
INC100079,In Progress,True,5,0,8,True,user3,user2,2023-03-14 01:43:00,user3,2023-03-14 01:43:00,user4,2023-03-17 09:43:00,Phone,Kolkata,Application,Slow Response,Slow Response issue observed,Server-33,High,Low,P1,L2 Support,user5,True,True,True,PRB3817,RFC8594,GCP,Network,Duplicate,user5,2023-03-16 19:43:00,2023-03-17 09:43:00
INC100080,Closed,False,3,0,2,False,user3,user3,2024-06-16 20:00:00,user5,2024-06-16 20:00:00,user5,2024-06-19 10:00:00,Phone,Bangalore,Application,Slow Response,Slow Response issue observed,Server-71,Medium,High,P2,L2 Support,user2,False,False,True,PRB1190,RFC2110,GCP,Network,Duplicate,user3,2024-06-18 16:00:00,2024-06-19 10:00:00
INC100081,In Progress,True,5,0,4,False,user3,user3,2024-11-10 04:18:00,user1,2024-11-10 04:18:00,user3,2024-11-11 03:18:00,Portal,Bangalore,Application,Crash,Crash issue observed,Server-98,Medium,High,P2,Network Team,user3,True,True,False,PRB5674,RFC2696,GCP,Software,Cancelled,user5,2024-11-10 16:18:00,2024-11-11 03:18:00
INC100082,Closed,False,2,2,5,True,user2,user1,2023-01-03 18:22:00,user5,2023-01-03 18:22:00,user4,2023-01-05 19:22:00,Portal,Bangalore,Network,Latency,Latency issue observed,Server-22,Low,Low,P3,L2 Support,user5,True,True,False,PRB2190,RFC1933,GCP,Hardware,Duplicate,user2,2023-01-05 04:22:00,2023-01-05 19:22:00
INC100083,In Progress,True,5,1,5,False,user2,user4,2023-08-27 21:16:00,user4,2023-08-27 21:16:00,user4,2023-08-30 22:16:00,Email,Bangalore,Application,Slow Response,Slow Response issue observed,Server-13,Low,Medium,P3,Security Team,user2,False,True,False,PRB4260,RFC3189,GCP,Hardware,Solved,user1,2023-08-30 18:16:00,2023-08-30 22:16:00
INC100084,New,True,4,1,8,True,user2,user1,2023-06-04 16:08:00,user1,2023-06-04 16:08:00,user3,2023-06-08 02:08:00,Portal,Kolkata,Security,Patch,Patch issue observed,Server-36,Medium,High,P2,L1 Support,user4,True,False,False,PRB6640,RFC9793,GCP,Software,Solved,user4,2023-06-07 13:08:00,2023-06-08 02:08:00
INC100085,New,True,1,1,10,False,user5,user5,2023-06-07 02:58:00,user5,2023-06-07 02:58:00,user1,2023-06-07 20:58:00,Email,Mumbai,Application,Error,Error issue observed,Server-15,Low,Low,P3,Security Team,user2,True,False,False,PRB8600,RFC4552,Azure,Network,Duplicate,user4,2023-06-07 17:58:00,2023-06-07 20:58:00
INC100086,Resolved,False,4,0,10,False,user1,user4,2023-10-01 15:08:00,user5,2023-10-01 15:08:00,user5,2023-10-02 22:08:00,Portal,Delhi,Database,Deadlock,Deadlock issue observed,Server-12,Low,Medium,P3,DB Team,user4,False,False,False,PRB2435,RFC3975,GCP,User Error,Cancelled,user3,2023-10-02 14:08:00,2023-10-02 22:08:00
INC100087,New,True,5,0,1,True,user5,user2,2024-09-02 03:40:00,user2,2024-09-02 03:40:00,user2,2024-09-04 06:40:00,Portal,Mumbai,Application,Error,Error issue observed,Server-22,Medium,High,P2,L1 Support,user5,True,False,True,PRB4440,RFC6505,OnPrem,Software,Cancelled,user4,2024-09-04 02:40:00,2024-09-04 06:40:00
INC100088,Resolved,True,1,3,10,False,user1,user2,2023-11-08 05:39:00,user4,2023-11-08 05:39:00,user5,2023-11-08 12:39:00,Portal,Kolkata,Network,DNS,DNS issue observed,Server-26,High,Low,P1,Network Team,user3,True,True,True,PRB5169,RFC4614,GCP,User Error,Solved,user1,2023-11-08 10:39:00,2023-11-08 12:39:00
INC100089,Closed,True,3,3,4,True,user5,user2,2023-01-08 12:58:00,user2,2023-01-08 12:58:00,user5,2023-01-11 09:58:00,Portal,Mumbai,Application,Crash,Crash issue observed,Server-19,High,Low,P1,DB Team,user5,True,True,False,PRB6668,RFC9237,GCP,User Error,Duplicate,user4,2023-01-10 15:58:00,2023-01-11 09:58:00
INC100090,Closed,True,2,0,1,False,user5,user5,2023-04-11 23:41:00,user4,2023-04-11 23:41:00,user2,2023-04-14 05:41:00,Email,Delhi,Application,Crash,Crash issue observed,Server-23,Medium,High,P2,L1 Support,user1,False,True,False,PRB3561,RFC1591,GCP,Software,Solved,user4,2023-04-14 04:41:00,2023-04-14 05:41:00
INC100091,New,True,1,3,6,True,user3,user1,2024-07-26 02:40:00,user5,2024-07-26 02:40:00,user2,2024-07-29 02:40:00,Email,Delhi,Database,Connection,Connection issue observed,Server-16,Low,Low,P3,Security Team,user1,True,True,False,PRB2164,RFC1679,GCP,Hardware,Duplicate,user1,2024-07-28 19:40:00,2024-07-29 02:40:00
INC100092,Resolved,True,1,3,7,True,user5,user4,2024-02-06 02:22:00,user1,2024-02-06 02:22:00,user4,2024-02-08 06:22:00,Phone,Bangalore,Application,Crash,Crash issue observed,Server-23,Medium,Medium,P2,Network Team,user2,False,False,False,PRB2166,RFC4398,GCP,User Error,Cancelled,user5,2024-02-08 05:22:00,2024-02-08 06:22:00
INC100093,New,False,1,1,6,True,user4,user2,2023-09-11 12:53:00,user5,2023-09-11 12:53:00,user3,2023-09-12 19:53:00,Phone,Bangalore,Database,Connection,Connection issue observed,Server-51,Low,High,P3,Network Team,user1,True,False,True,PRB9955,RFC6534,Azure,User Error,Duplicate,user4,2023-09-12 04:53:00,2023-09-12 19:53:00
INC100094,New,False,0,0,2,True,user2,user5,2024-07-24 07:16:00,user2,2024-07-24 07:16:00,user4,2024-07-25 12:16:00,Phone,Bangalore,Infrastructure,Disk,Disk issue observed,Server-91,Medium,High,P2,Security Team,user1,True,True,False,PRB5190,RFC6509,AWS,Software,Duplicate,user5,2024-07-25 05:16:00,2024-07-25 12:16:00
INC100095,New,False,4,1,9,True,user5,user3,2023-03-14 00:08:00,user2,2023-03-14 00:08:00,user2,2023-03-15 14:08:00,Portal,Kolkata,Security,Access,Access issue observed,Server-43,Medium,Medium,P2,Security Team,user2,False,False,False,PRB9927,RFC9484,AWS,Software,Duplicate,user1,2023-03-14 18:08:00,2023-03-15 14:08:00
INC100096,New,True,0,3,5,False,user3,user2,2023-08-19 04:34:00,user5,2023-08-19 04:34:00,user1,2023-08-20 12:34:00,Portal,Delhi,Database,Query Slow,Query Slow issue observed,Server-73,Medium,High,P2,Network Team,user3,True,True,False,PRB4970,RFC9010,AWS,Hardware,Cancelled,user3,2023-08-19 23:34:00,2023-08-20 12:34:00
INC100097,Resolved,True,4,2,2,True,user5,user2,2023-11-12 15:40:00,user5,2023-11-12 15:40:00,user3,2023-11-14 09:40:00,Portal,Mumbai,Infrastructure,CPU,CPU issue observed,Server-25,Medium,High,P2,Network Team,user5,False,False,True,PRB1511,RFC5432,GCP,Hardware,Cancelled,user2,2023-11-13 17:40:00,2023-11-14 09:40:00
INC100098,Resolved,False,2,3,9,False,user4,user2,2024-06-20 14:47:00,user2,2024-06-20 14:47:00,user1,2024-06-21 16:47:00,Email,Bangalore,Network,DNS,DNS issue observed,Server-7,Low,Low,P3,L1 Support,user2,False,True,False,PRB7620,RFC4145,AWS,Software,Duplicate,user4,2024-06-20 18:47:00,2024-06-21 16:47:00
INC100099,Resolved,True,1,1,2,False,user1,user2,2023-09-13 23:26:00,user3,2023-09-13 23:26:00,user1,2023-09-16 19:26:00,Portal,Delhi,Network,Latency,Latency issue observed,Server-27,Medium,Low,P2,Security Team,user4,True,False,False,PRB1896,RFC4735,OnPrem,Hardware,Duplicate,user5,2023-09-15 19:26:00,2023-09-16 19:26:00
INC100100,Closed,True,2,1,8,False,user4,user3,2023-03-24 04:28:00,user3,2023-03-24 04:28:00,user1,2023-03-26 07:28:00,Email,Kolkata,Application,Slow Response,Slow Response issue observed,Server-80,High,High,P1,L1 Support,user3,False,True,False,PRB2080,RFC1767,AWS,Hardware,Duplicate,user4,2023-03-26 01:28:00,2023-03-26 07:28:00
INC100101,Resolved,False,3,3,10,False,user2,user5,2024-02-13 08:58:00,user5,2024-02-13 08:58:00,user2,2024-02-15 10:58:00,Portal,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-18,High,Low,P1,Network Team,user5,False,False,True,PRB7209,RFC1616,OnPrem,Network,Duplicate,user2,2024-02-15 01:58:00,2024-02-15 10:58:00
INC100102,Resolved,False,2,0,10,True,user4,user1,2023-04-28 13:50:00,user2,2023-04-28 13:50:00,user5,2023-04-30 14:50:00,Portal,Delhi,Network,DNS,DNS issue observed,Server-79,Low,High,P3,L1 Support,user5,True,False,False,PRB1160,RFC5847,Azure,User Error,Solved,user1,2023-04-30 06:50:00,2023-04-30 14:50:00
INC100103,Resolved,False,2,1,10,False,user3,user4,2024-01-29 01:01:00,user1,2024-01-29 01:01:00,user5,2024-02-01 15:01:00,Portal,Kolkata,Security,Patch,Patch issue observed,Server-49,Medium,High,P2,Network Team,user3,False,True,False,PRB6383,RFC8659,GCP,User Error,Solved,user4,2024-01-31 16:01:00,2024-02-01 15:01:00
INC100104,New,True,0,2,6,False,user3,user1,2023-05-03 01:35:00,user4,2023-05-03 01:35:00,user5,2023-05-05 06:35:00,Email,Kolkata,Database,Deadlock,Deadlock issue observed,Server-9,Medium,High,P2,DB Team,user5,False,True,True,PRB7673,RFC7412,GCP,Network,Cancelled,user3,2023-05-05 02:35:00,2023-05-05 06:35:00
INC100105,In Progress,True,0,0,3,False,user2,user1,2024-02-14 15:28:00,user4,2024-02-14 15:28:00,user3,2024-02-16 09:28:00,Phone,Mumbai,Database,Connection,Connection issue observed,Server-6,High,Low,P1,Security Team,user4,True,True,False,PRB9099,RFC8808,AWS,User Error,Solved,user5,2024-02-15 10:28:00,2024-02-16 09:28:00
INC100106,Closed,False,1,0,6,True,user2,user4,2024-02-11 12:20:00,user3,2024-02-11 12:20:00,user5,2024-02-14 07:20:00,Portal,Kolkata,Network,DNS,DNS issue observed,Server-74,Low,Low,P3,DB Team,user2,False,False,True,PRB8849,RFC1356,Azure,Network,Solved,user2,2024-02-13 17:20:00,2024-02-14 07:20:00
INC100107,In Progress,False,2,0,2,False,user5,user4,2023-10-21 23:39:00,user4,2023-10-21 23:39:00,user5,2023-10-25 01:39:00,Email,Bangalore,Security,Patch,Patch issue observed,Server-39,Low,Low,P3,L2 Support,user5,True,False,False,PRB9799,RFC8160,AWS,Network,Solved,user1,2023-10-24 13:39:00,2023-10-25 01:39:00
INC100108,In Progress,False,1,3,7,True,user2,user5,2024-11-19 11:38:00,user1,2024-11-19 11:38:00,user5,2024-11-19 15:38:00,Portal,Kolkata,Network,Packet Loss,Packet Loss issue observed,Server-90,Medium,Medium,P2,L1 Support,user3,False,False,True,PRB6565,RFC2898,AWS,Software,Solved,user2,2024-11-19 14:38:00,2024-11-19 15:38:00
INC100109,Resolved,True,2,2,1,True,user2,user5,2023-09-09 11:10:00,user2,2023-09-09 11:10:00,user3,2023-09-11 00:10:00,Phone,Delhi,Network,DNS,DNS issue observed,Server-21,Medium,High,P2,Security Team,user4,False,True,True,PRB8626,RFC1389,GCP,Software,Duplicate,user1,2023-09-10 05:10:00,2023-09-11 00:10:00
INC100110,In Progress,False,5,1,7,False,user1,user2,2023-09-07 10:45:00,user2,2023-09-07 10:45:00,user3,2023-09-08 04:45:00,Portal,Kolkata,Network,Packet Loss,Packet Loss issue observed,Server-19,High,Medium,P1,Network Team,user5,True,True,True,PRB1254,RFC8726,Azure,Network,Duplicate,user2,2023-09-08 01:45:00,2023-09-08 04:45:00
INC100111,In Progress,True,1,2,8,True,user3,user2,2024-03-16 19:59:00,user4,2024-03-16 19:59:00,user3,2024-03-17 20:59:00,Phone,Delhi,Infrastructure,Disk,Disk issue observed,Server-30,Medium,Medium,P2,Network Team,user4,True,False,True,PRB2452,RFC4228,OnPrem,Network,Duplicate,user1,2024-03-17 13:59:00,2024-03-17 20:59:00
INC100112,New,False,1,3,5,False,user3,user4,2024-03-08 11:13:00,user2,2024-03-08 11:13:00,user1,2024-03-11 03:13:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-38,Low,Medium,P3,Network Team,user5,False,True,False,PRB2152,RFC1395,AWS,Hardware,Cancelled,user2,2024-03-10 23:13:00,2024-03-11 03:13:00
INC100113,New,False,3,1,8,True,user3,user5,2024-11-24 16:04:00,user1,2024-11-24 16:04:00,user1,2024-11-26 07:04:00,Portal,Mumbai,Infrastructure,CPU,CPU issue observed,Server-33,High,Low,P1,Security Team,user5,True,True,True,PRB2434,RFC7518,GCP,Network,Cancelled,user5,2024-11-26 01:04:00,2024-11-26 07:04:00
INC100114,New,False,1,2,4,False,user5,user2,2023-08-08 01:42:00,user1,2023-08-08 01:42:00,user5,2023-08-11 02:42:00,Phone,Bangalore,Infrastructure,Memory,Memory issue observed,Server-100,Low,Low,P3,Security Team,user3,True,False,False,PRB6842,RFC6348,AWS,Network,Duplicate,user4,2023-08-10 08:42:00,2023-08-11 02:42:00
INC100115,New,False,0,0,8,False,user2,user5,2023-11-11 10:46:00,user1,2023-11-11 10:46:00,user1,2023-11-14 08:46:00,Portal,Mumbai,Security,Patch,Patch issue observed,Server-1,Medium,High,P2,L1 Support,user4,True,True,False,PRB1252,RFC2974,GCP,User Error,Duplicate,user5,2023-11-13 19:46:00,2023-11-14 08:46:00
INC100116,New,True,1,2,9,True,user2,user3,2023-01-14 03:03:00,user2,2023-01-14 03:03:00,user1,2023-01-16 18:03:00,Email,Bangalore,Infrastructure,Memory,Memory issue observed,Server-35,Medium,Medium,P2,L2 Support,user1,False,False,True,PRB3493,RFC6735,AWS,Hardware,Cancelled,user2,2023-01-15 21:03:00,2023-01-16 18:03:00
INC100117,In Progress,False,3,3,9,False,user3,user5,2024-03-15 20:16:00,user5,2024-03-15 20:16:00,user1,2024-03-19 07:16:00,Email,Mumbai,Application,Crash,Crash issue observed,Server-5,Medium,Medium,P2,Security Team,user5,True,True,True,PRB6329,RFC1008,AWS,Hardware,Cancelled,user3,2024-03-18 16:16:00,2024-03-19 07:16:00
INC100118,Resolved,False,4,0,10,True,user1,user5,2024-01-01 09:31:00,user5,2024-01-01 09:31:00,user2,2024-01-03 04:31:00,Email,Delhi,Database,Query Slow,Query Slow issue observed,Server-94,High,High,P1,Network Team,user4,True,False,True,PRB6485,RFC7931,Azure,Hardware,Duplicate,user1,2024-01-02 04:31:00,2024-01-03 04:31:00
INC100119,New,False,2,3,3,False,user3,user3,2023-04-15 15:33:00,user1,2023-04-15 15:33:00,user2,2023-04-17 10:33:00,Phone,Mumbai,Application,Slow Response,Slow Response issue observed,Server-65,Medium,Medium,P2,L2 Support,user1,False,False,False,PRB7015,RFC6592,Azure,Software,Cancelled,user3,2023-04-16 11:33:00,2023-04-17 10:33:00
INC100120,Closed,True,4,1,9,False,user1,user2,2024-09-25 11:57:00,user3,2024-09-25 11:57:00,user3,2024-09-27 01:57:00,Portal,Delhi,Application,Error,Error issue observed,Server-20,Low,Low,P3,L1 Support,user3,False,False,True,PRB6619,RFC4767,AWS,User Error,Solved,user3,2024-09-26 15:57:00,2024-09-27 01:57:00
INC100121,Closed,True,2,1,5,False,user3,user2,2023-08-19 12:51:00,user5,2023-08-19 12:51:00,user2,2023-08-20 06:51:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-18,High,Medium,P1,Network Team,user5,True,False,False,PRB5316,RFC2567,Azure,Software,Solved,user4,2023-08-20 05:51:00,2023-08-20 06:51:00
INC100122,Resolved,False,2,3,4,True,user3,user1,2024-01-16 09:40:00,user1,2024-01-16 09:40:00,user1,2024-01-17 12:40:00,Portal,Kolkata,Application,Slow Response,Slow Response issue observed,Server-39,High,High,P1,Security Team,user3,True,True,True,PRB9568,RFC9875,OnPrem,Software,Cancelled,user1,2024-01-16 13:40:00,2024-01-17 12:40:00
INC100123,New,False,4,0,5,True,user2,user2,2024-05-19 15:14:00,user2,2024-05-19 15:14:00,user2,2024-05-22 03:14:00,Phone,Mumbai,Database,Deadlock,Deadlock issue observed,Server-77,Low,Medium,P3,DB Team,user3,False,True,False,PRB1497,RFC3104,AWS,Hardware,Solved,user1,2024-05-21 23:14:00,2024-05-22 03:14:00
INC100124,New,True,4,2,10,True,user2,user2,2023-06-11 22:04:00,user3,2023-06-11 22:04:00,user1,2023-06-13 10:04:00,Phone,Kolkata,Security,Vulnerability,Vulnerability issue observed,Server-64,High,Medium,P1,L1 Support,user3,True,True,True,PRB4165,RFC7663,OnPrem,Software,Solved,user2,2023-06-12 13:04:00,2023-06-13 10:04:00
INC100125,Closed,False,0,1,8,False,user2,user4,2023-04-10 04:42:00,user3,2023-04-10 04:42:00,user3,2023-04-12 01:42:00,Phone,Bangalore,Infrastructure,Memory,Memory issue observed,Server-88,Low,Low,P3,Security Team,user3,False,True,False,PRB2532,RFC2603,GCP,User Error,Duplicate,user5,2023-04-11 05:42:00,2023-04-12 01:42:00
INC100126,In Progress,False,1,3,10,False,user2,user2,2024-10-14 00:31:00,user4,2024-10-14 00:31:00,user3,2024-10-14 05:31:00,Portal,Bangalore,Infrastructure,Disk,Disk issue observed,Server-33,High,Low,P1,Network Team,user3,False,False,False,PRB9258,RFC1084,OnPrem,Network,Duplicate,user1,2024-10-14 04:31:00,2024-10-14 05:31:00
INC100127,Closed,False,4,1,1,True,user4,user1,2024-07-20 10:49:00,user5,2024-07-20 10:49:00,user1,2024-07-21 09:49:00,Email,Delhi,Database,Connection,Connection issue observed,Server-47,High,Low,P1,Network Team,user5,False,False,True,PRB7735,RFC1823,AWS,Network,Solved,user5,2024-07-21 06:49:00,2024-07-21 09:49:00
INC100128,Resolved,True,1,2,1,False,user1,user1,2023-05-31 13:04:00,user2,2023-05-31 13:04:00,user2,2023-06-03 10:04:00,Phone,Bangalore,Infrastructure,Disk,Disk issue observed,Server-6,High,High,P1,Security Team,user3,True,True,False,PRB1877,RFC1602,OnPrem,User Error,Cancelled,user5,2023-06-02 22:04:00,2023-06-03 10:04:00
INC100129,Closed,False,0,0,5,True,user3,user4,2024-07-24 20:10:00,user4,2024-07-24 20:10:00,user3,2024-07-25 03:10:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-53,Low,Low,P3,Network Team,user3,False,True,True,PRB1579,RFC9534,OnPrem,Software,Duplicate,user3,2024-07-25 00:10:00,2024-07-25 03:10:00
INC100130,Closed,True,5,3,5,False,user2,user1,2024-04-30 00:12:00,user2,2024-04-30 00:12:00,user5,2024-05-01 04:12:00,Email,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-15,Medium,Medium,P2,L2 Support,user2,False,True,True,PRB1686,RFC5285,Azure,Network,Duplicate,user1,2024-04-30 14:12:00,2024-05-01 04:12:00
INC100131,Resolved,False,1,1,7,False,user2,user4,2024-04-09 18:49:00,user5,2024-04-09 18:49:00,user5,2024-04-11 05:49:00,Phone,Kolkata,Infrastructure,Disk,Disk issue observed,Server-100,High,Low,P1,L2 Support,user5,False,True,True,PRB7531,RFC2528,GCP,Network,Duplicate,user5,2024-04-10 09:49:00,2024-04-11 05:49:00
INC100132,Closed,False,3,1,2,True,user1,user1,2024-09-10 16:05:00,user5,2024-09-10 16:05:00,user1,2024-09-11 23:05:00,Portal,Kolkata,Application,Slow Response,Slow Response issue observed,Server-48,Low,High,P3,Network Team,user5,False,False,True,PRB8727,RFC2581,GCP,User Error,Solved,user5,2024-09-11 03:05:00,2024-09-11 23:05:00
INC100133,New,True,5,1,1,False,user1,user3,2023-07-04 15:38:00,user5,2023-07-04 15:38:00,user1,2023-07-07 09:38:00,Portal,Bangalore,Network,DNS,DNS issue observed,Server-24,Low,High,P3,L1 Support,user1,False,False,False,PRB6763,RFC8200,GCP,Hardware,Duplicate,user2,2023-07-06 16:38:00,2023-07-07 09:38:00
INC100134,New,True,0,1,6,True,user4,user4,2024-05-07 17:03:00,user1,2024-05-07 17:03:00,user3,2024-05-09 19:03:00,Portal,Delhi,Application,Crash,Crash issue observed,Server-22,Medium,Low,P2,L1 Support,user3,True,False,False,PRB9426,RFC4602,Azure,Software,Solved,user4,2024-05-08 22:03:00,2024-05-09 19:03:00
INC100135,Closed,False,2,1,7,False,user2,user4,2023-01-20 02:57:00,user4,2023-01-20 02:57:00,user3,2023-01-21 04:57:00,Portal,Kolkata,Network,Latency,Latency issue observed,Server-24,High,High,P1,Network Team,user3,False,True,True,PRB3670,RFC5854,Azure,User Error,Duplicate,user1,2023-01-21 02:57:00,2023-01-21 04:57:00
INC100136,Closed,False,1,0,7,True,user5,user3,2024-06-29 14:27:00,user5,2024-06-29 14:27:00,user4,2024-07-02 03:27:00,Portal,Delhi,Infrastructure,Disk,Disk issue observed,Server-33,Low,Low,P3,Security Team,user3,True,False,True,PRB6575,RFC5524,Azure,Software,Solved,user1,2024-07-01 12:27:00,2024-07-02 03:27:00
INC100137,Closed,False,1,3,6,True,user2,user2,2024-07-09 16:31:00,user5,2024-07-09 16:31:00,user2,2024-07-12 15:31:00,Phone,Mumbai,Database,Query Slow,Query Slow issue observed,Server-75,High,Low,P1,L1 Support,user2,False,True,False,PRB5124,RFC2472,OnPrem,User Error,Duplicate,user3,2024-07-12 13:31:00,2024-07-12 15:31:00
INC100138,Closed,False,0,3,4,False,user1,user4,2024-10-06 10:13:00,user4,2024-10-06 10:13:00,user1,2024-10-09 16:13:00,Portal,Kolkata,Infrastructure,CPU,CPU issue observed,Server-36,Low,Medium,P3,Security Team,user4,False,True,False,PRB6496,RFC8934,OnPrem,Network,Cancelled,user3,2024-10-09 03:13:00,2024-10-09 16:13:00
INC100139,New,False,5,2,4,True,user5,user4,2023-11-15 16:22:00,user4,2023-11-15 16:22:00,user1,2023-11-17 15:22:00,Phone,Bangalore,Network,DNS,DNS issue observed,Server-14,High,Low,P1,DB Team,user4,False,True,True,PRB2452,RFC5881,GCP,Hardware,Solved,user3,2023-11-16 23:22:00,2023-11-17 15:22:00
INC100140,Resolved,False,5,0,4,False,user1,user2,2024-02-26 18:51:00,user3,2024-02-26 18:51:00,user1,2024-02-28 22:51:00,Portal,Bangalore,Network,DNS,DNS issue observed,Server-1,Low,Low,P3,DB Team,user1,False,False,False,PRB2389,RFC8279,GCP,User Error,Cancelled,user2,2024-02-28 11:51:00,2024-02-28 22:51:00
